nome,sobrenome,email,datanascimento,genero,tiposanguineo,endereco,cidade,estado,cep,cpf,frkPlanoSaude
Maria,Rocha,MariaSouzaRocha@fleckens.hu,1/3/1942,F,AB+,Rua Urubupung� 551,Salvador,BA,40296-180,23252091992,145
Vitoria,Barros,VitoriaGoncalvesBarros@teleworm.us,5/5/1951,F,B+,Rua S�o Geraldo do Araguaia 703,Reden��o,PA,68550-600,75720042709,231
Maria,Oliveira,MariaPereiraOliveira@superrito.com,3/30/1946,F,O+,Rua Vinte e Cinco 1934,Belo Horizonte,MG,31770-250,54777749592,112
Arthur,Correia,ArthurRochaCorreia@superrito.com,10/7/1948,M,A+,Rua Arthur Kennedy 739,S�o Paulo,SP,08470-245,36134689564,986
Lavinia,Silva,LaviniaBarrosSilva@rhyta.com,9/24/2000,F,A+,Rua Estrada de Ferro 481,Queimados,RJF,26340-080,59125723316,895
Isabelle,Gomes,IsabelleMartinsGomes@jourrapide.com,1/14/1967,F,A+,Rua Luiz Jos� da Silva 1609,Teres�polis,RJ,25976-125,11858443172,986
Andr�,Castro,AndreAlmeidaCastro@armyspy.com,5/9/1946,M,A+,Rua Jos� Batista de Oliveira 192,Fortaleza,CE,60860-840,8605708948,231
Matheus,Martins,MatheusGomesMartins@teleworm.us,2/11/1950,M,O+,Rua do Colono 1901,Francisco Beltr�o,PR,85606-320,70153293799,323
Sophia,Cavalcanti,SophiaGoncalvesCavalcanti@superrito.com,9/1/2002,F,AB+,Rua Vinte e Cinco de Setembro 56,S�o Paulo,SP,08072-065,23869852534,112
Rafael,Gomes,RafaelRodriguesGomes@teleworm.us,7/30/1960,M,O+,Acesso Um 1598,Porto Alegre,RS,91795-140,79907107816,45
Isabelle,Silva,IsabelleMartinsSilva@cuvox.de,10/13/1970,F,A+,Estrada Para�so 1530,Nova Igua�u,RJ,26063-270,81134231768,112
Melissa,Correia,MelissaSousaCorreia@teleworm.us,5/14/1950,F,O+,Rua Alfredo Galo Fatoretto 370,Mau�,SP,09330-406,73940227900,91
Leonor,Melo,LeonorFerreiraMelo@jourrapide.com,1/23/1995,F,A+,Rua Dois 439,S�o Bernardo do Campo,SP,09831-511,68627732671,122
Clara,Azevedo,ClaraCorreiaAzevedo@gustr.com,11/13/1991,F,B+,Rua Dois de Julho 1135,Barreiras,BA,47807-050,55806405281,145
Leonardo,Alves,LeonardoSouzaAlves@cuvox.de,3/17/1987,M,O+,Rua Doutor Felipe Alencastro 1780,Itaja�,SC,88305-630,35469357724,986
Lucas,Rocha,LucasCostaRocha@teleworm.us,11/15/1956,M,A+,Avenida Radialista Jo�o Ramos 1121,Maracana�,CE,61930-360,55075538665,956
Amanda,Almeida,AmandaFerreiraAlmeida@jourrapide.com,9/12/1971,F,AB+,Avenida Carvalho 1560,Salvador,BA,40270-280,52988283532,986
Matheus,Castro,MatheusRochaCastro@gustr.com,12/17/1975,M,A-,Rua Jos� Francisco de Paula 1123,Guaratinguet�,SP,12508-310,8188172081,98
Melissa,Melo,MelissaCarvalhoMelo@armyspy.com,4/24/2004,F,O+,Rua Maria dos Santos 1614,Sete Lagoas,MG,35703-048,54926108640,45
Nicole,Rodrigues,NicoleCunhaRodrigues@teleworm.us,12/31/1987,F,O+,Rua Santo Agostinho 1143,S�o Lu�s,MA,65026-120,18459384020,323
Vin�cius,Carvalho,ViniciusAlmeidaCarvalho@einrot.com,9/25/1947,M,B+,Quadra QNM 16 M�dulo F 845,Ceil�ndia,DF,72210-166,88909656654,145
Alex,Goncalves,AlexMeloGoncalves@gustr.com,12/23/1972,M,B-,2� Travessa Marqu�s de Santana 991,Salvador,BA,40325-515,90395155142,231
Felipe,Sousa,FelipeLimaSousa@cuvox.de,7/29/1937,M,O+,Rua Andara� 1787,Campinas,SP,13104-053,98643382698,323
Leonardo,Dias,LeonardoCunhaDias@dayrep.com,2/11/1977,M,O+,Rua Marinhas 1523,Vila Velha,ES,29130-005,56427562738,45
Laura,Goncalves,LauraSantosGoncalves@teleworm.us,4/8/1961,F,A+,Avenida Maca�bas 450,Vit�ria da Conquista,BA,45025-170,55548073800,389
F�bio,Rodrigues,FabioGoncalvesRodrigues@cuvox.de,10/13/1990,M,O+,Rua Visconde de Mau� 1497,Aparecida de Goi�nia,GO,74910-330,65109926980,112
Luan,Silva,LuanCarvalhoSilva@jourrapide.com,5/30/1981,M,O+,Rua Boa Vista 458,V�rzea Grande,MT,78138-100,4454799229,986
Ana,Barros,AnaMeloBarros@superrito.com,1/13/1936,F,A+,Rua das Margaridas 1067,Jacare�,SP,12309-580,19151262908,98
Cau�,Carvalho,CauaCastroCarvalho@gustr.com,10/28/1954,M,O+,Rua Ocui 192,Foz do Igua�u,PR,85857-070,97181121200,986
Emily,Gomes,EmilyRibeiroGomes@cuvox.de,5/31/1965,F,A+,Rua S�o Met�dio 1114,Sumar�,SP,13180-250,89822233710,45
Giovanna,Ribeiro,GiovannaMartinsRibeiro@jourrapide.com,3/17/1950,F,A+,Rua Caturriba 26,Nova Igua�u,RJ,26051-240,6479841646,122
Isabelle,Fernandes,IsabelleCastroFernandes@rhyta.com,7/8/1941,F,B+,Pra�a Nossa Senhora das Gra�as 1644,Campo Grande,MS,79116-055,23685666436,145
Kau�,Barbosa,KauaPereiraBarbosa@armyspy.com,12/14/1942,M,A+,Rua Sa� 1710,Serra,ES,29171-629,49926962793,389
Matheus,Correia,MatheusLimaCorreia@superrito.com,5/26/1969,M,O+,Rua 22 156,S�o Sebasti�o,DF,71693-125,120923122,91
Kaua,Melo,KauaCarvalhoMelo@cuvox.de,2/7/1970,M,O+,Rua Valdemar Nogueira 487,Americana,SP,13476-792,26781227866,895
Melissa,Pinto,MelissaAzevedoPinto@rhyta.com,11/5/1947,F,A+,Rua Felipe Del Paggio 581,Tabo�o da Serra,SP,06786-370,17927469894,98
Bianca,Souza,BiancaCunhaSouza@cuvox.de,8/21/1990,F,O+,Rua Pedro Marinho 636,Marab�,PA,68501-710,92436333254,91
Sarah,Lima,SarahCunhaLima@dayrep.com,8/16/1965,F,O+,Quadra Quadra 048 Conjunto C 837,Brazl�ndia,DF,72748-003,84648367910,91
Enzo,Pereira,EnzoCastroPereira@jourrapide.com,4/28/1982,M,O+,Rua Sales�polis 834,Piracicaba,SP,13411-153,85856252012,956
Samuel,Silva,SamuelCunhaSilva@jourrapide.com,11/27/1934,M,O+,Rua Let�cia Ghisi Zappellini 527,Crici�ma,SC,88810-159,57376615040,45
Gabriela,Cardoso,GabrielaGomesCardoso@gustr.com,1/6/2002,F,O+,Rua Seis 1432,Rio Branco,AC,69904-420,31286042747,91
Miguel,Lima,MiguelPintoLima@einrot.com,11/5/1994,M,A+,Rua Quinze 1293,Francisco Morato,SP,07991-150,98597127350,345
Matilde,Barros,MatildeLimaBarros@einrot.com,9/13/1952,F,O+,Rua Cacule 1658,Guarulhos,SP,07241-330,75131019141,98
Paulo,Goncalves,PauloGomesGoncalves@cuvox.de,3/13/1966,M,B+,Rua Benito 761,Guarulhos,SP,07143-550,94985114464,231
Vin�cius,Castro,ViniciusAzevedoCastro@dayrep.com,9/22/1947,M,O+,Rua Coronel Augusto C�sar 1756,Leme,SP,13610-190,84325408541,345
Daniel,Cavalcanti,DanielGomesCavalcanti@fleckens.hu,10/26/1966,M,A+,Rua Jornal de Hoje 932,Macei�,AL,57041-530,21241952477,231
Davi,Santos,DaviAzevedoSantos@dayrep.com,4/23/1997,M,A+,Rua I 18 1234,An�polis,GO,75080-520,32177835810,895
Murilo,Rocha,MuriloCarvalhoRocha@gustr.com,12/25/1971,M,O+,Travessa do Cemit�rio 1917,Salvador,BA,40720-520,37628414389,122
Samuel,Souza,SamuelMartinsSouza@cuvox.de,9/23/1961,M,A+,Rua Professor Manoel Jo�o 766,Mossor�,RN,59605-330,27746162800,389
Emily,Carvalho,EmilyRodriguesCarvalho@rhyta.com,9/27/1960,F,A+,Avenida Alceu Lyrio 1337,Uberaba,MG,38056-010,82645707556,956
Danilo,Rocha,DaniloCarvalhoRocha@fleckens.hu,9/30/1978,M,O+,Rua Luiz Trinca 758,Votorantim,SP,18111-680,56921398986,122
Kai,Alves,KaiCavalcantiAlves@teleworm.us,9/23/1994,M,B+,Rua Gon�alves Dias 507,Caucaia,CE,61645-350,42059491541,91
Rafaela,Barros,RafaelaFerreiraBarros@gustr.com,7/16/1967,F,O+,Rua Ana C�sar 1486,S�o Paulo,SP,03260-010,89621282098,45
Brenda,Pinto,BrendaFerreiraPinto@fleckens.hu,4/17/1950,F,O+,Rua Catanduvas 51,Salvador,BA,40342-065,74104466506,895
Ot�vio,Ferreira,OtavioCorreiaFerreira@gustr.com,2/18/1980,M,B+,Rua Joaquim Santos 1739,Parna�ba,PI,64215-110,53025222336,231
Eduarda,Silva,EduardaCardosoSilva@teleworm.us,11/21/2003,F,O+,Rua Tupi 1728,Campo Grande,MS,79092-490,50808718576,112
Giovana,Silva,GiovanaPintoSilva@armyspy.com,5/16/1975,F,B+,Rua Lacerd�polis 1253,Curitiba,PR,81240-080,64854334819,345
Brenda,Barros,BrendaGomesBarros@fleckens.hu,10/26/1960,F,O+,Travessa Girassol 190,Campo Mour�o,PR,87303-300,62724537440,145
Mateus,Silva,MateusLimaSilva@rhyta.com,3/15/1996,M,O+,Rua Guilherme Schiochet 629,Jaragu� do Sul,SC,89265-790,8925661675,122
Miguel,Lima,MiguelSouzaLima@jourrapide.com,1/4/1993,M,A+,Rua Esperan�a 1866,Serra,ES,29178-300,28133416140,145
Alex,Carvalho,AlexCunhaCarvalho@superrito.com,7/20/1988,M,O+,Rua J�lio Guerra 85,Ji-Paran�,RO,78961-400,32715127367,145
Miguel,Barros,MiguelCardosoBarros@einrot.com,6/13/1956,M,O+,Rua Rui Barbosa 609,Santa Cruz do Sul,RS,96810-310,36222055125,145
Luana,Melo,LuanaSouzaMelo@dayrep.com,12/13/1998,F,A+,Avenida Pedro Domingues de Oliveira 1239,Ribeir�o Pires,SP,09436-170,70071044361,45
Vit�r,Lima,VitorAraujoLima@einrot.com,1/21/1977,M,A+,Travessa Serafim Costa 224,Macei�,AL,57050-505,89474629188,91
J�lia,Barbosa,JuliaPereiraBarbosa@armyspy.com,5/27/1982,F,B+,Servid�o Anacleto Jos� da Cruz 256,Petr�polis,RJ,25630-360,55610909503,389
Leila,Rodrigues,LeilaBarrosRodrigues@cuvox.de,7/17/1966,F,A+,Travessa Xingu 1336,Goi�nia,GO,74767-012,43214041509,986
J�lio,Cardoso,JulioFernandesCardoso@superrito.com,7/3/1955,M,B+,Rua Armando Tucci 284,Uberl�ndia,MG,38408-256,70412605422,145
Raissa,Dias,RaissaBarbosaDias@superrito.com,9/11/1955,F,B+,Rua Irm�o Jos� 149,Caxias do Sul,RS,95052-000,31195795564,389
Camila,Silva,CamilaAzevedoSilva@dayrep.com,7/29/1968,F,B+,Rua Santa Maria 1142,Jo�o Pessoa,PB,58083-372,78437338174,98
Nicolas,Gomes,NicolasSilvaGomes@cuvox.de,5/25/1938,M,A+,Rua Londrina 751,Divin�polis,MG,35502-257,92429588161,345
Daniel,Souza,DanielLimaSouza@rhyta.com,3/15/1970,M,B+,Rua Paraopeba 1107,Betim,MG,32666-449,18229903271,986
Bruna,Dias,BrunaAzevedoDias@armyspy.com,1/28/1986,F,A+,Rua Gerv�sio de Oliveira Lima 1368,Arapiraca,AL,57312-630,15112399724,389
Let�cia,Rocha,LeticiaPereiraRocha@fleckens.hu,3/19/1963,F,O+,1� Travessa C�rrego da Gameleira 82,Jaboat�o dos Guararapes,PE,54320-321,14763797344,145
Davi,Rocha,DaviAzevedoRocha@fleckens.hu,5/9/1971,M,A+,Alameda dos Cafezais 596,Ribeir�o das Neves,MG,33830-190,29748948790,986
Marisa,Ferreira,MarisaGoncalvesFerreira@dayrep.com,1/12/1987,F,A-,Rua L 1296,Cuiab�,MT,78095-120,25982797944,145
Lavinia,Azevedo,LaviniaRochaAzevedo@jourrapide.com,3/21/1939,F,O+,Rua Aviador Rossine Luna 1000,Teresina,PIF,64062-200,57151268432,98
Vitoria,Alves,VitoriaPintoAlves@rhyta.com,5/23/1987,F,B+,Quadra I 937,Caruaru,PE,55036-570,71403316694,323
Vitoria,Lima,VitoriaCastroLima@cuvox.de,9/23/1993,F,A+,Rua dos Flamingos 462,Paranagu�,PR,83218-210,13616143071,231
Gabriel,Martins,GabrielAlmeidaMartins@rhyta.com,1/19/1990,M,AB+,Alameda dos Ciprestes 975,Ribeir�o das Neves,MG,33830-120,73553189770,231
Bruno,Barbosa,BrunoRochaBarbosa@einrot.com,12/6/1949,M,A-,Rua H�lio Jarreta 1090,Maring�,PR,87005-030,47725506900,45
Lara,Santos,LaraAraujoSantos@armyspy.com,9/17/1948,F,A+,Rua Franklin Teixeira Sales 451,Santa Luzia,MG,33010-160,45047375072,45
Danilo,Carvalho,DaniloSouzaCarvalho@fleckens.hu,3/7/1958,M,O+,Rua T�quio 1657,S�o Gon�alo,RJ,24723-200,64958253238,986
Eduardo,Cavalcanti,EduardoAlvesCavalcanti@fleckens.hu,3/6/1935,M,O+,Rua Mogi Guacu 1460,Guarulhos,SP,07142-210,73109235889,112
Kau�,Lima,KaueCavalcantiLima@teleworm.us,12/19/1968,M,B+,Rua �ngelo Bilessimo 1103,Crici�ma,SC,88805-246,54004775264,122
Vit�r,Alves,VitorDiasAlves@cuvox.de,12/23/1935,M,A+,Rua Aragua�u 1615,Campinas,SP,13076-854,12035125898,986
Gustavo,Rodrigues,GustavoFernandesRodrigues@einrot.com,5/7/1941,M,B+,Beco E 990,Belo Horizonte,MG,30692-491,55703400848,98
Isabelle,Ribeiro,IsabelleCorreiaRibeiro@einrot.com,11/2/1938,F,B+,Rua do Asfalto 1770,Candeias,BA,43810-261,74917143233,91
Fernanda,Barbosa,FernandaCarvalhoBarbosa@fleckens.hu,6/12/1939,F,O+,Rua Ana Andrade Santiago 553,Itajub�,MG,37502-052,90732586348,986
Vinicius,Silva,ViniciusOliveiraSilva@fleckens.hu,10/16/1985,M,O+,Rua Carlos Veghini 250,Cachoeiro de Itapemirim,ES,29315-450,98229358974,112
Luana,Lima,LuanaSouzaLima@superrito.com,5/28/1976,F,O-,Avenida Vaticano 1710,Serra,ES,29168-384,67296424249,323
Paulo,Cardoso,PauloFernandesCardoso@cuvox.de,11/20/1988,M,O+,Rua Alexandre Herculano 69,Franco da Rocha,SP,07860-200,80264493982,112
Carolina,Alves,CarolinaAraujoAlves@armyspy.com,3/4/1942,F,O+,Rua Bonif�cio Marquetti 1584,Blumenau,SC,89021-080,76825157671,45
Samuel,Ribeiro,SamuelSousaRibeiro@fleckens.hu,12/4/1998,M,A+,Rua Itabira 1889,Coronel Fabriciano,MG,35170-180,22233908031,323
Melissa,Souza,MelissaGomesSouza@teleworm.us,12/18/1935,F,A+,Rua Marapendi 881,Rio de Janeiro,RJ,21610-130,95061246390,956
Ant�nio,Azevedo,AntonioSantosAzevedo@armyspy.com,11/21/1974,M,B+,Pra�a Oswaldo Marques 433,S�o Vicente,SP,11349-010,24099295087,345
Guilherme,Cavalcanti,GuilhermeMartinsCavalcanti@jourrapide.com,6/13/1976,M,O+,Rua dos Masseiros 128,S�o Paulo,SP,08152-060,11376751798,122
Thiago,Oliveira,ThiagoAraujoOliveira@teleworm.us,6/5/1992,M,O+,Rua Pedro Jos� do Nascimento 466,Ribeir�o Pires,SP,09435-290,36536684419,91
Daniel,Castro,DanielRochaCastro@teleworm.us,1/23/1987,M,B+,Rua Sete 368,Piracicaba,SP,13402-232,9161981974,956
Carolina,Martins,CarolinaCorreiaMartins@cuvox.de,1/25/1972,F,AB+,Viela Um L 583,Cruzeiro,SP,12704-220,75180091020,323
Anna,Pinto,AnnaBarrosPinto@superrito.com,10/11/1981,F,O+,Rua Coliseu 75,Olinda,PE,53190-460,53525604734,145
Enzo,Correia,EnzoMartinsCorreia@gustr.com,11/8/1936,M,A+,Rua Santo In�cio 1997,S�o Jo�o de Meriti,RJ,25515-261,84340509272,122
Diego,Oliveira,DiegoMartinsOliveira@rhyta.com,1/17/1949,M,O+,Rua Cinco 442,Jundia�,SP,13203-135,43390932976,323
Carlos,Castro,CarlosCunhaCastro@fleckens.hu,4/10/1952,M,O+,Rua 2 966,Caucaia,CE,61626-020,19094270986,98
Luana,Fernandes,LuanaSilvaFernandes@armyspy.com,7/11/1963,F,O+,Rua Jo�o Benedito Am�ncio 920,Patos de Minas,MG,38703-462,97872381109,98
Maria,Azevedo,MariaCorreiaAzevedo@fleckens.hu,5/25/1995,F,A+,Rua Itapeairu Mirim 341,Cuiab�,MT,78055-230,23314822332,345
Laura,Carvalho,LauraSouzaCarvalho@dayrep.com,1/31/1933,F,A+,Rua Francisca Jesus 1695,Barra Mansa,RJ,27338-410,36634262705,956
Larissa,Araujo,LarissaRochaAraujo@dayrep.com,7/14/1946,F,AB-,Rua Piren�polis 271,Novo Hamburgo,RS,93347-050,49743185607,112
Matilde,Ribeiro,MatildeBarbosaRibeiro@cuvox.de,9/25/1997,F,O+,Avenida Paranapanema 886,An�polis,GO,75115-640,68549887803,986
Anna,Sousa,AnnaPintoSousa@einrot.com,9/14/1933,F,A+,Rua Sergipe 1911,Londrina,PR,86020-330,26684164189,122
Aline,Almeida,AlineAlvesAlmeida@jourrapide.com,10/14/1946,F,A+,Rua Arthur Cezar Pina 1312,Ponta Grossa,PR,84031-090,40290428300,231
Martim,Pinto,MartimAraujoPinto@teleworm.us,3/1/1971,M,O+,Vila Souza 864,Bel�m,PA,66055-610,11936216230,122
Vinicius,Alves,ViniciusPereiraAlves@gustr.com,11/10/1985,M,A+,Rua Magalh�es Bastos 1830,Recife,PE,50730-650,50086218239,389
Melissa,Araujo,MelissaGomesAraujo@rhyta.com,7/5/1954,F,B-,Rua Jo�o Morais da Silva 1464,Tel�maco Borba,PR,84265-190,36958077768,895
Arthur,Sousa,ArthurAlmeidaSousa@dayrep.com,4/24/1942,M,A+,Rua Pedra Azul 1911,Rio de Janeiro,RJ,23585-290,24620390232,986
Bruna,Fernandes,BrunaFerreiraFernandes@teleworm.us,6/10/1996,F,O+,Rua Soldado Am�rico Pereira Rocha 386,Guarulhos,SP,07022-270,63163889000,345
Carolina,Gomes,CarolinaPereiraGomes@gustr.com,4/29/1959,F,B+,Rua Vito Modesto Mastrorosa 25,Limeira,SP,13487-001,57067884217,895
T�nia,Almeida,TaniaAlvesAlmeida@superrito.com,2/24/1971,F,O+,Rua Get�lio Vargas 627,Quatis,RJ,27410-200,62508350915,91
Bianca,Castro,BiancaCorreiaCastro@dayrep.com,5/2/2002,F,A+,Rua Orestes Barbosa 504,Crici�ma,SC,88809-150,7157382750,323
Tiago,Cardoso,TiagoLimaCardoso@fleckens.hu,9/27/1982,M,A+,Travessa Marco Zero 554,Macap�,AP,68902-580,64468388404,389
Rebeca,Alves,RebecaFerreiraAlves@einrot.com,3/2/1990,F,B+,Quadra 309 Sul Avenida LO 5 1172,Palmas,TO,77015-526,70055229824,345
Kauan,Souza,KauanBarbosaSouza@dayrep.com,8/24/1954,M,B+,Travessa Visconde de Araguaya 372,Recife,PE,52061-221,77983380984,345
Julieta,Lima,JulietaGomesLima@einrot.com,4/24/1950,F,A+,Rua Maria Jos� de Morais 1654,S�o Gon�alo,RJ,24436-480,95835489528,895
Luan,Cardoso,LuanSousaCardoso@rhyta.com,9/24/1942,M,A-,Rua Afonso M�rio de Azevedo 277,Nova Friburgo,RJ,28620-280,90562599460,986
Bruna,Ribeiro,BrunaFerreiraRibeiro@teleworm.us,11/22/1940,F,A+,Rua Professor Em�lio Gonzales 11,Mar�lia,SP,17520-290,94400584399,986
Arthur,Souza,ArthurCorreiaSouza@rhyta.com,8/24/1981,M,O+,Rua Ita� 1579,Natal,RN,59135-440,85110386200,986
Jos�,Pereira,JoseDiasPereira@gustr.com,8/7/1935,M,O+,Rua Itapicuru 1323,Nova Igua�u,RJ,26020-560,70555143392,389
Gabrielle,Martins,GabrielleDiasMartins@jourrapide.com,10/13/1947,F,O+,Avenida Toro 764,Diadema,SP,09981-340,22326233000,145
Cau�,Cunha,CauaSousaCunha@fleckens.hu,12/2/1947,M,AB+,Pra�a Doutor Ant�nio Leiria 226,Porto Alegre,RS,90840-480,6440577000,389
Leonor,Barros,LeonorSousaBarros@rhyta.com,1/27/1934,F,O+,Quadra 307 Sul Avenida NS 9 1204,Palmas,TO,77015-448,60756074045,112
Carlos,Gomes,CarlosFerreiraGomes@fleckens.hu,10/7/1967,M,O+,Viela Quadra 131-B 1224,Goi�nia,GO,74520-113,74843685801,91
Livia,Cardoso,LiviaSilvaCardoso@teleworm.us,5/4/1958,F,A-,Rua Rio Jaguaribe 1436,Contagem,MG,32265-030,39146315381,145
Melissa,Araujo,MelissaCunhaAraujo@fleckens.hu,5/28/1990,F,O+,Rua Tres 453,Ca�apava,SP,12283-700,88518177316,895
Rodrigo,Ribeiro,RodrigoGoncalvesRibeiro@dayrep.com,8/1/1993,M,B+,Avenida Maria da Gl�ria 1272,Queimados,RJ,26387-490,22682182798,345
Clara,Cardoso,ClaraGoncalvesCardoso@superrito.com,2/5/1983,F,A-,Rua Claudino Reis 818,S�o Jo�o de Meriti,RJ,25540-360,61566973309,91
Kai,Souza,KaiMartinsSouza@dayrep.com,6/4/1964,M,A+,Servid�o Carrancho 1438,Florian�polis,SC,88058-726,54540794728,112
Enzo,Souza,EnzoCarvalhoSouza@gustr.com,8/8/2002,M,A+,Rua Jacauna 510,Rio de Janeiro,RJ,20740-270,27842407703,231
Clara,Gomes,ClaraBarbosaGomes@armyspy.com,6/20/1970,F,A+,Rua Ant�nio Gomes Fran�a 926,Bauru,SP,17033-700,93199139515,956
Lucas,Alves,LucasPereiraAlves@cuvox.de,6/27/1951,M,O+,Rua Brigadeiro Faria Lima 1568,Camaragibe,PE,54774-015,72054494054,345
Marcos,Rodrigues,MarcosAzevedoRodrigues@dayrep.com,12/2/1994,M,B+,Rua Major Natanael 1889,S�o Paulo,SP,01246-100,17957372040,122
Thiago,Azevedo,ThiagoDiasAzevedo@armyspy.com,3/25/1961,M,A-,Rua Oscar Espellet 1407,Cruz Alta,RS,98010-370,2734748711,45
Jo�o,Dias,JoaoCunhaDias@fleckens.hu,1/9/1994,M,B+,Rua Tr�s 1213,Belo Horizonte,MG,31360-500,67402687800,956
Melissa,Carvalho,MelissaLimaCarvalho@teleworm.us,3/16/1955,F,B+,Rua H 42,Maracana�,CE,61919-260,67623352504,389
Marcos,Oliveira,MarcosAraujoOliveira@rhyta.com,7/30/1982,M,O+,Rua Curt Wacker 1384,Novo Hamburgo,RS,93332-200,6952876642,45
Ryan,Oliveira,RyanFernandesOliveira@gustr.com,2/21/1998,M,O+,Rua Professor Josias de Souza Lima 373,Bauru,SP,17026-060,95997377920,345
Vitoria,Fernandes,VitoriaOliveiraFernandes@rhyta.com,2/5/1995,F,A+,Avenida Tebas 366,Resende,RJ,27532-150,51197060880,895
Eduardo,Pereira,EduardoCastroPereira@armyspy.com,8/23/1965,M,O+,Rua Amleto Farro 837,S�o Paulo,SP,04754-060,94307333209,145
Rafaela,Fernandes,RafaelaSousaFernandes@rhyta.com,6/21/1947,F,A+,Rua Foz do Jord�o 38,Natal,RN,59114-770,68547021787,323
Amanda,Rocha,AmandaAlvesRocha@cuvox.de,8/9/1981,F,B+,Rua H 1896,Cuiab�,MT,78055-722,53781769569,986
Gabriela,Azevedo,GabrielaRochaAzevedo@dayrep.com,11/4/1960,F,O+,Pra�a Roberto Cirilo Ferreira 1024,Barra do Pira�,RJ,27115-240,24005258549,986
Luis,Ribeiro,LuisAraujoRibeiro@einrot.com,2/1/1985,M,O+,Alameda B 1504,Bel�m,PA,66123-510,67686906205,895
Miguel,Araujo,MiguelOliveiraAraujo@armyspy.com,4/9/1998,M,O+,Rua dos Imigrantes 1358,Piracicaba,SP,13405-168,71492725501,45
Julieta,Castro,JulietaBarrosCastro@cuvox.de,5/10/1976,F,O+,Rua Franco Alfano 954,S�o Paulo,SP,05710-030,84289024963,986
Isabelle,Castro,IsabellePintoCastro@fleckens.hu,10/31/1981,F,B+,Rua Benfica 1294,Cotia,SP,06722-090,89710885596,345
Clara,Rodrigues,ClaraCorreiaRodrigues@einrot.com,11/25/1945,F,A+,Rua Adovaldo Jos� Gomes 283,Londrina,PR,86087-570,87999936278,231
Alice,Sousa,AliceCunhaSousa@jourrapide.com,1/15/2002,F,O+,Rua Fajardo de Barros 552,S�o Paulo,SP,08160-070,37000965266,45
Leonor,Ribeiro,LeonorCunhaRibeiro@einrot.com,10/22/1998,F,B+,Rua Padre Pedro Rota 123,S�o Paulo,SP,03237-060,31867546078,145
Paulo,Pereira,PauloSilvaPereira@rhyta.com,7/3/1976,M,B+,Rua D 1891,Goi�nia,GO,74683-127,82016966467,323
Luana,Gomes,LuanaRibeiroGomes@einrot.com,9/26/1947,F,AB+,Vila Dend� 859,Salvador,BA,41925-610,39081242806,112
Bruna,Ribeiro,BrunaSousaRibeiro@dayrep.com,12/23/1956,F,O-,Rua Olavo Milton Mac Knight 481,Santa B�rbara D'Oeste,SP,13450-259,53029767493,323
Pedro,Alves,PedroBarrosAlves@armyspy.com,6/24/1986,M,AB+,Travessa Humberto Mendes 1945,Macei�,AL,57022-300,17208099170,122
Ot�vio,Cavalcanti,OtavioFerreiraCavalcanti@dayrep.com,4/7/1950,M,O+,Escada Santo Andr� 1799,Vit�ria,ES,29047-858,74345646014,345
Diogo,Costa,DiogoSouzaCosta@fleckens.hu,11/20/1940,M,O+,Rua Projetada 1127,S�o Lu�s,MA,65042-500,55247796993,323
Yasmin,Ribeiro,YasminCunhaRibeiro@armyspy.com,10/13/1968,F,AB+,Avenida Trinta e Um de Mar�o 983,Marab�,PA,68501-150,97257318590,323
Maria,Cavalcanti,MariaRodriguesCavalcanti@gustr.com,2/19/1985,F,O+,Rua A�ude Po�o Branco 321,Natal,RN,59133-180,17257914044,389
Giovanna,Cunha,GiovannaSouzaCunha@teleworm.us,3/1/1958,F,A+,Rua 3 1437,Manaus,AM,69099-123,96042620339,956
Vitor,Goncalves,VitorFernandesGoncalves@gustr.com,9/30/1952,M,B+,Rua 10 516,Manaus,AM,69028-336,80556088573,145
Emilly,Almeida,EmillyCostaAlmeida@cuvox.de,2/16/1979,F,O+,Rua 33 1077,An�polis,GO,75074-320,86447069182,323
Vit�ria,Cavalcanti,VitoriaOliveiraCavalcanti@armyspy.com,9/18/1937,F,AB+,Rua Francinaldo Alves da Cruz 102,Jo�o Pessoa,PB,58090-204,45766067003,323
Melissa,Fernandes,MelissaRodriguesFernandes@fleckens.hu,3/12/1941,F,O+,Rua Padre Pita 1810,Crato,CE,63100-300,17761922810,98
Nicole,Lima,NicoleAlvesLima@einrot.com,3/1/1972,F,B+,Passagem Bel�m 167,Bel�m,PA,66117-200,5032526207,895
Vinicius,Pinto,ViniciusCostaPinto@superrito.com,10/22/1972,M,B+,Rua Jo�o Casagrande 545,Curitiba,PR,81230-020,25385225606,895
Miguel,Alves,MiguelSantosAlves@superrito.com,2/5/2000,M,B+,Rua Monjolos 1660,Guarulhos,SP,07243-140,71398167517,986
Laura,Correia,LauraCavalcantiCorreia@rhyta.com,7/8/2003,F,O+,Avenida Professor Francisco Morato 1034,S�o Paulo,SP,05520-300,43419018002,895
Carlos,Correia,CarlosSouzaCorreia@teleworm.us,9/5/1971,M,A+,Rua Lourivaldo Jos� da Costa 25,Curitiba,PR,82720-150,46618172225,122
Emily,Santos,EmilyFernandesSantos@jourrapide.com,5/4/1989,F,O+,Rua Ant�nio Rodrigues Cajado 489,S�o Carlos,SP,13560-297,38140592714,145
Julieta,Rocha,JulietaCorreiaRocha@einrot.com,4/17/2000,F,B+,Avenida Governador Magalh�es Pinto 993,Divin�polis,MG,35500-221,85127615045,122
